LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE
73317635,12/5/24,,58 Balancing Rock Drive U:58,2,,,630000,639900,639900,2282,,1/7/25,12/30/24
73317634,12/5/24,,37 Abbott St,3,,,739900,739900,739900,1697,,12/27/24,12/12/24
73317633,12/5/24,2,220 Pine St,6,,,475000,449900,449900,2176,,12/24/24,12/10/24
73317630,12/5/24,,24 Alcott Way U:24,2,,NAHS,605000,575000,575000,1902,,12/24/24,12/10/24
73317628,12/15/24,,2 Dwight Cir,5,,,450000,450000,450000,1376,,1/1/25,12/18/24
73317626,12/5/24,,109 Whittenton St,3,,,486000,473000,475000,1217,,1/28/25,1/13/25
73317625,12/5/24,,20 Forest St,4,,Medfield High,925000,949900,949900,2356,,12/25/24,12/9/24
73317624,12/5/24,,210 North Street,3,,Walpole,800000,789000,789000,1913,,12/11/24,12/11/24
73317623,12/5/24,,187 Shaw Ave,2,,Abington HS,525000,475000,475000,936,,12/23/24,12/10/24
73317622,12/12/24,,7 Weld St U:2,2,,,320000,324900,324900,864,,1/3/25,12/21/24
73317621,12/5/24,,47 Graham St U:1,3,,Quincy High,500000,500000,500000,1224,,12/16/24,12/16/24
73317619,12/5/24,,1409 River St U:38,2,,,333000,318000,318000,712,,12/10/24,12/10/24
73317618,12/5/24,,164 Turkey Hill Rd,3,,Wachusett WRHS,400000,350000,350000,1500,,12/9/24,12/9/24
73317615,12/5/24,3,164-166 Alden Street,5,,,810000,737500,737500,2624,,12/22/24,12/7/24
73317614,12/5/24,,66 Pleasant St,3,,Wachusett,402500,385000,385000,1259,,12/9/24,12/9/24
73317613,12/5/24,,33 Hope,3,,,751000,719000,719000,1698,,12/17/24,12/9/24
73317611,12/5/24,,503 Hilltop Rd,3,,,530000,529900,529900,1500,,12/20/24,12/10/24
73317609,12/5/24,4,41 Robinson St,6,,,1100000,949900,949900,3055,,12/17/24,12/17/24
73317607,12/4/24,,24 Marion U:1,2,,,605000,629000,629000,918,,2/21/25,2/6/25
73317602,12/4/24,,89 MAPLE ST,6,,,375000,350000,350000,2851,,12/22/24,12/9/24
73317594,12/4/24,,16 Dartmoor Dr,4,,Shrewsbury,970000,989000,1075000,3810,,1/14/25,1/14/25
73317592,12/4/24,,15 Nelson Pl,2,,Doherty,430000,425000,425000,1231,Nelson Place,12/12/24,12/12/24
73317586,12/4/24,,99 Walnut Hill Rd,4,,Newton South,1455000,1399000,1399000,3200,Newton Highlands,12/22/24,12/9/24
73317585,12/4/24,,137 Partridge Ln U:137,2,,,220000,225000,225000,740,,12/27/24,12/27/24
73317584,12/4/24,,4 Wilber,4,,,420000,420000,420000,1770,,1/9/25,1/9/25
73317583,12/3/24,3,55 Chester Ave,9,,,1031000,1050000,1050000,4273,,12/11/24,12/11/24
73317582,12/4/24,,10 Janet Rd U:10,2,,,340000,349900,325000,1052,,1/23/25,1/10/25
73317580,12/4/24,,1 Briar Path Way,4,,CMHS,675000,650000,650000,2286,,12/17/24,12/7/24
73317579,12/4/24,,198 Main St,2,,Nashoba Reg,585000,599900,599900,1162,,12/26/24,12/12/24
73317578,12/5/24,,162 Elm St,3,,,305000,299000,299000,1590,,12/12/24,12/12/24
73317577,12/4/24,,50 Standish St,4,,Pembroke,509000,515000,545000,1217,,1/30/25,1/20/25
73317576,12/4/24,,32 Saint Jean Ave,2,,,378500,375000,399900,1056,,1/20/25,1/20/25
73317573,12/4/24,,11 Newton Ave,3,,,425000,419000,419000,1420,,12/7/24,12/7/24
73317571,12/4/24,2,7 Stanwood Street,4,,,657000,659000,659000,1525,,1/10/25,12/28/24
73317570,12/4/24,,105 Lordvale Blvd U:105,3,,,595101,585990,585990,2023,,12/26/24,12/12/24
73317566,12/4/24,,35 Walden Street U:2B,2,,,865000,865000,865000,1096,,1/17/25,1/17/25
73317565,12/4/24,,16 Kings View Rd,4,,,560000,550000,550000,1332,,12/25/24,12/12/24
73317564,12/4/24,,50 Park St,2,,,440000,399900,399900,1047,,12/23/24,12/9/24
73317561,12/4/24,,33 Dearborn St,3,,,1131000,949900,949900,1493,,12/7/24,12/7/24
73317560,12/4/24,,120 Christine Ln,3,,,610000,589900,589900,1684,,12/27/24,12/16/24
73317559,12/4/24,,18 High St,4,,,680000,649900,649900,1611,,12/15/24,12/10/24
73317554,12/4/24,,9 Elmwood St,3,,,640000,620000,620000,2098,,12/26/24,12/9/24
73317553,12/4/24,,25 Wareham St,4,,,620000,625000,649990,2211,,1/19/25,1/8/25
73317548,12/4/24,,180 State St. U:C,4,,,799900,824900,824900,1787,,12/27/24,12/4/24
73317543,12/4/24,,50 Boatswains Way U:303,2,,,475000,475000,475000,1190,,1/22/25,1/22/25
73317542,12/4/24,,89 Waverly St,4,,,1507500,1515000,1515000,2570,,12/22/24,12/9/24
73317541,12/4/24,,681 North Cary Street,3,,,477000,479500,479500,1384,,12/28/24,12/14/24
73317537,12/4/24,,215 Marshall St,5,,Tewksbury High,1000000,999995,999995,4218,,1/19/25,1/5/25
73317536,12/4/24,4,86-88 Fairview Avenue,6,,Verify,415000,459900,469000,2700,,1/2/25,12/20/24
73317533,12/4/24,,60 WILLARD CIRCLE,4,,Westwood,800000,799900,799900,1864,,12/8/24,12/8/24
73317530,12/4/24,,1 Bennett St,4,,Natick High,775000,749000,749000,1372,,12/9/24,12/9/24
73317529,12/4/24,,117 Root Rd,4,,,333500,329900,329900,1728,,12/26/24,12/13/24
73317526,12/4/24,,35 Burwell Ter,2,,QRMSHS,270000,284900,284900,1308,,1/27/25,1/27/25
73317524,12/4/24,3,62-64 Catharine St,6,,,285000,280000,280000,2746,,12/20/24,12/7/24
73317522,12/4/24,,199 purchase st,4,,OLIVER AMES,945000,925000,925000,2477,,1/22/25,12/11/24
73317519,12/4/24,,14 Ash Street U:14,3,,BHS,1260000,1125000,1125000,1890,,12/10/24,12/10/24
73317518,12/4/24,,17 Eugene Drive,3,,,450000,474500,500000,1844,,2/2/25,1/18/25
73317513,12/4/24,,180 State St. U:D,4,,,799900,799900,824900,1787,,1/27/25,1/22/25
73317509,12/4/24,,99 Elm Street,4,,,1187500,1125000,1125000,2829,,12/22/24,12/9/24
73317504,12/4/24,,24 Oak St U:2,3,,CRLS,950000,949000,849000,1170,,1/31/25,1/7/25
73317503,12/4/24,,12 Garden Ln,4,,WMHS,1220000,1075000,1075000,2652,,12/22/24,12/11/24
73317502,12/4/24,,72 Karen Street,3,,,459000,439900,439900,1040,,12/20/24,12/10/24
73317501,12/4/24,,181 Bennington U:2,1,,,490000,449999,449999,588,,1/8/25,1/8/25
73317500,12/2/24,,19 Goodnow Ln,4,,Framingham High,1010000,1060000,1060000,3544,Country Club Locale,12/4/24,12/4/24
73317499,12/4/24,,1243 Quaker St,4,,,570000,550000,550000,1998,,1/15/25,1/6/25
73317496,12/4/24,,10 Abbey Rd. U:308,2,,,240000,220000,220000,728,,12/10/24,12/10/24
73317492,12/4/24,,50 Quinapoxet St,5,,Wachusett Reg,525000,539900,539900,2154,,1/27/25,1/13/25
73317490,12/4/24,3,25-27 Hartford St,4,,,1130000,1059000,1059000,2992,,12/10/24,12/10/24
73317489,12/4/24,,22 Stratford Rd,3,,Norwood,670000,600000,600000,1414,,12/12/24,12/10/24
73317486,12/4/24,,136 Hawthorne Street,5,,,1250000,939000,939000,2500,,12/12/24,12/12/24
73317479,12/4/24,,169 Coleridge Street,4,,,800000,749900,749900,1344,,12/13/24,12/7/24
73317478,12/4/24,,348 N Main St,3,,Cohasset HS,780000,799000,799000,1431,,12/24/24,12/9/24
73317477,12/4/24,,34 May St,3,,,1627000,1549000,1549000,2795,Moss Hill,12/13/24,12/10/24
73317469,12/4/24,,43 Essex Green Lane U:43,2,,Veterns Mem.,525000,539900,559000,1536,,1/17/25,1/17/25
73317465,12/4/24,,29 Peacock Dr,3,,Barnstable HS,610000,619000,630000,1196,,12/30/24,12/30/24
73317459,12/4/24,,1 Cumberland St,3,,,485000,500000,500000,1472,,12/20/24,12/20/24
73317456,12/4/24,,205 Independence Ave U:246,0,,,239500,239500,239500,430,,12/19/24,12/6/24
73317453,12/5/24,,448 Highland St,3,,,610000,599900,599900,1488,,12/24/24,12/9/24
73317448,12/4/24,,65 Blake,3,,NHS,1180000,1100000,1100000,2312,Needham Center,12/9/24,12/9/24
73317447,12/4/24,3,33 Pearson Ave,6,,SHS,1550000,1450000,1450000,3355,,12/10/24,12/10/24
73317443,12/4/24,,53 Cricket Dr,5,,Tantasqua,385000,459000,459000,2311,,1/29/25,1/29/25
73317434,12/4/24,,9 Baltimore St U:1,2,,,370000,379900,379900,1341,,2/9/25,1/23/25
73317432,12/4/24,,85 Arleita St,2,,Marshfield High,540000,549999,549999,698,,12/24/24,12/24/24
73317430,12/4/24,,600 Sunderland Rd,3,,,450000,449900,449900,1366,,12/9/24,12/9/24
73317427,12/4/24,,403 POND STREET,3,,Uxbridge High,450000,415000,415000,1425,,12/22/24,12/8/24
73317425,12/4/24,,74 Barrett St U:204,2,,NHS,205000,198500,198500,810,,1/4/25,12/18/24
73317420,12/4/24,,26 Grove Street,3,,Chelmsford High,507000,475000,475000,1299,,12/16/24,12/11/24
73317418,12/4/24,,40 Traveler St U:113,2,,,1100000,995000,995000,1249,,12/8/24,12/8/24
73317417,12/4/24,,90 Hartford Ave W,3,,,395000,439000,439000,1216,,1/1/25,1/1/25
73317415,12/4/24,,264 York St,3,,CHS,560000,524900,524900,1832,,12/10/24,12/10/24
73317409,12/4/24,,42 Roberts Rd U:1,2,,,808000,774900,774900,948,,12/25/24,12/10/24
73317405,12/4/24,,38 Village Road U:709,2,,,562500,579900,599900,1166,,1/30/25,1/30/25
73317398,12/4/24,,316 Davis St,2,,Greenfield,230000,237000,237000,724,,12/24/24,12/10/24
73317396,12/4/24,,40 Homer Rd,4,,,1515000,1529900,1529900,2615,,12/25/24,12/9/24
73317393,12/4/24,,120 University Ave. U:2403,1,,WHS,590000,599900,599900,962,,12/29/24,12/16/24
73317392,12/4/24,,9 Papineau St,2,,,325000,299900,299900,840,,12/23/24,12/10/24
73317391,12/4/24,,81 James St,3,,,225000,224999,239900,1104,,1/28/25,1/21/25
73317390,12/4/24,,10 Shepard Ct,4,,,700000,699900,699900,1301,,12/24/24,12/10/24
73317389,12/4/24,,44 Putters Place,3,,,845000,859900,859900,2814,Indian Pond,12/16/24,12/10/24
73317386,12/4/24,,124 Tower Road,4,,,1653000,1588000,1588000,2967,,12/23/24,12/9/24
73317384,12/4/24,,500 Salem Street U:802,2,,MHS,565000,559900,559900,1113,,12/16/24,12/9/24
73317378,12/4/24,,1602 Forest Park Drive U:1602,2,,,315000,335000,335000,1469,,1/11/25,1/11/25
73317376,12/4/24,,594 West Union St,3,,,560000,575000,575000,1806,,12/31/24,12/31/24
73317374,12/4/24,,9 Harding St U:2,1,,,745000,699000,699000,788,,12/10/24,12/10/24
73317368,12/4/24,,30 Minihans Lane,3,,,789000,789000,789000,1906,,12/23/24,12/9/24
73317363,12/4/24,,232 Samoset St,1,,,430000,410000,410000,988,,12/20/24,12/7/24
73317362,12/4/24,,8 Whittier Pl U:20-F,1,,,546000,585000,585000,908,,1/15/25,1/5/25
73317361,12/4/24,,42 Fernview Ave U:1,1,,NAHS,275000,275000,275000,680,,12/15/24,12/15/24
73317358,12/4/24,3,84 HAWTHORN STREET,4,,Newton North,1151000,1200000,1200000,3136,,12/26/24,12/13/24
73317353,12/4/24,,14 Apple Rdg U:2,2,,,495000,499900,499900,1800,,12/30/24,12/30/24
73317352,12/4/24,,136 Parker Street,2,,East Longmeadow,356047,324900,324900,1054,,12/21/24,12/9/24
73317350,12/4/24,,359 Bemis Rd,3,,,320000,320000,320000,1411,,12/9/24,12/9/24
73317346,12/4/24,,65 Lantern Lane U:8,2,,,305000,295000,295000,840,,12/24/24,12/11/24
73317345,12/4/24,,10 Erick Rd U:20,2,,,345000,348900,348900,1070,,12/18/24,12/17/24
73317343,12/4/24,,21 Neillian Crescent,3,,BPS,1155000,1075000,1075000,1503,Moss Hill,12/25/24,12/10/24
73317339,12/4/24,,34 Golden Ave,3,,Arlington High,750000,789000,789000,1028,,1/8/25,1/8/25
73317336,12/4/24,,1 Marshall Road,6,,Lexington,2953000,2878000,2878000,4925,,12/20/24,12/20/24
73317335,12/4/24,,93 Merrill Ave,3,,,340000,359900,359900,1150,,12/10/24,12/10/24
73317330,12/4/24,2,110 Marquette Street,3,,,360500,349900,349900,1848,,12/25/24,12/8/24
73317326,12/4/24,,6 Town Forest Rd U:6,3,,,500000,459900,459900,1879,,12/16/24,12/16/24
73317325,12/4/24,,76 Overlook Rd,3,,,425000,379900,379900,851,,12/7/24,12/7/24
73317324,12/4/24,,24 Pammys Path,4,,,810000,849900,849900,2300,,12/28/24,12/11/24
73317321,12/4/24,,300 Wethersfield St,3,,Triton,630000,599900,599900,2231,,12/20/24,12/10/24
73317318,12/4/24,,94 Kiahs Way,4,,,585000,594000,594000,1517,,1/7/25,1/7/25
73317314,10/1/24,,8 Burton,3,,,945000,945000,945000,2200,,11/2/24,11/2/24
73317313,12/4/24,3,30 Lincoln Ave,6,,,710000,700000,729000,4251,,1/17/25,1/2/25
73317312,12/4/24,,25 Elmwood,4,,WHS,1280000,1189000,1189000,2326,,12/13/24,12/10/24
73317307,12/4/24,,1 Paradise Ln U:C1,2,,,442500,450000,460000,1732,,12/27/24,12/27/24
73317305,12/4/24,,100 Stonybrook Way U:100,2,,SH High School,499900,499900,499900,1922,,12/11/24,12/11/24
73317304,12/4/24,,1182 Main St,4,,,629900,629900,629900,2879,,1/18/25,1/8/25
73317297,12/3/24,,13 Allen Ave,3,,Attleboro High,398000,399900,425000,938,,12/26/24,12/26/24
73317294,12/4/24,,83 Voyagers Ln U:83,2,,AHS,490000,465000,465000,1344,,12/19/24,12/6/24
73317293,12/4/24,,18 Higley Road,4,,Ashland H.S,1035000,985000,985000,3381,,12/16/24,12/10/24
73317292,12/4/24,3,190-192 Appleton Street,6,,,3200000,2950000,2950000,3492,,12/12/24,12/12/24
73317289,12/4/24,,26 Hastings Rd,3,,,320000,299900,299900,1402,,12/12/24,12/12/24
73317287,12/4/24,,66 Central Street,3,,Algonquin,420000,459900,459900,1161,,1/2/25,12/20/24
73317281,12/4/24,,9 Walter St,2,,,355000,349000,349000,1182,,12/20/24,12/12/24
73317280,12/4/24,,11 Forest Ave,3,,,823000,749000,749000,1666,,12/17/24,12/9/24
73317278,12/4/24,,21 Alfalfa  Dr U:21,2,,Grafton High,625000,599900,599900,2160,,12/22/24,12/9/24
73317273,12/4/24,,153 Walworth St,3,,BPS,555000,600000,600000,1555,,1/1/25,12/19/24
73317270,12/4/24,,367 Arbor Street,3,,,525000,459900,459900,1679,,12/20/24,12/7/24
73317269,12/4/24,,245 LAFAYETTE ST U:1E,2,,,415000,395000,395000,881,,12/18/24,12/10/24
73317265,12/4/24,,82 Mclean Parkway,4,,,412000,425000,425000,1513,,12/27/24,12/27/24
73317264,12/4/24,,320 County Rd,3,,,595000,595000,595000,2116,,12/10/24,12/10/24
73317259,12/4/24,,80 Foster St U:502,2,,,335000,325000,325000,941,,12/19/24,12/11/24
73317258,12/4/24,,698 Willard St,5,,,679000,679000,679000,2317,,12/19/24,12/9/24
73317257,12/4/24,,138 Setucket Rd,3,,,735000,725000,725000,2400,,12/9/24,12/9/24
73317256,12/4/24,,41 Ayers Village Road,3,,Methuen High,600000,574900,574900,2553,,12/13/24,12/13/24
73317255,12/4/24,,133 MERRIMACK MEADOWS LA U:133,3,,,530000,519000,519000,2118,,12/17/24,12/9/24
73317254,12/4/24,,71 Hickory Way,4,,Ayer-Shirley,832700,875000,875000,2929,Pingry Hill,1/10/25,1/2/25
73317253,12/4/24,2,151 Greenmont Avenue,4,,,585000,549900,549900,1790,,12/10/24,12/10/24
73317252,12/4/24,3,363 Broadway,9,,,687000,649900,629900,3625,,12/10/24,12/10/24
73317251,12/4/24,,50 Bentwood Dr U:50,2,,Tantasqua,340000,359900,359900,1479,,1/30/25,1/17/25
73317248,12/4/24,,7 Woodridge Lane U:7,2,,WestfordAcademy,550000,525000,525000,1584,,12/10/24,12/10/24
73317247,12/4/24,,36 Center,3,,,625000,629000,685000,1623,,1/13/25,1/13/25
73317245,12/4/24,,152 Heritage Dr U:152,2,,,290000,295000,295000,904,,12/12/24,12/12/24
73317244,12/4/24,,17 EAGAN PLACE U:17,2,,,470000,469900,469900,1626,,12/20/24,12/16/24
73317236,12/4/24,,74 Clifton Ln,2,,,616250,625000,649000,1152,,2/7/25,1/24/25
73317235,12/4/24,,41 Walnut Street,3,,Narragansett,459900,459900,459900,1778,,12/17/24,12/8/24
73317232,12/4/24,,140 Mount Vernon St U:6,2,,,2600000,2500000,2500000,1385,,12/13/24,12/7/24
73317230,12/4/24,,23 Henry Ave,4,,,650000,629900,629900,2730,,12/26/24,12/12/24
73317229,12/4/24,,241 Lowell St,3,,Wakefield,808000,779000,779000,1968,,12/24/24,12/10/24
73317228,12/4/24,,135 Marlborough Street U:2,1,,,600000,619000,619000,653,,12/30/24,12/15/24
73317227,12/4/24,2,105-107 Lynde St,4,,Melrose,1100000,1150000,1150000,2585,,1/17/25,1/8/25
73317226,12/4/24,,11 Day Cir,3,,WMHS,670000,649900,649900,1163,,12/11/24,12/11/24
73317225,12/4/24,,20 Bellevue Ave,6,,WHS,2532000,2699000,2699000,6300,,1/15/25,1/1/25
73317224,12/4/24,,59 Strawberry Hill Rd,3,,,353000,325000,325000,1344,,12/25/24,12/10/24
73317218,12/4/24,,13 Luka Dr U:7,3,,,667000,669900,669900,2209,,12/22/24,12/18/24
73317217,12/4/24,2,133 Bellingham Street,4,,Chelsea High,770000,699900,699900,1766,,12/23/24,12/10/24
73317213,12/4/24,,450 Somerset Avenue U:7-2,2,,,245000,249900,249900,738,,12/23/24,12/15/24
73317212,12/4/24,,30 Pine Street Ct,3,,,209000,189900,209900,1011,,1/26/25,1/12/25
73317210,12/4/24,2,41-43 Avalon Ave,4,,,875000,899900,899900,2114,,1/17/25,1/17/25
73317209,12/4/24,,18 Campo Seco St,4,,,630000,614900,614900,2276,,12/25/24,12/11/24
73317208,12/4/24,,97 Pickens St,4,,,650000,649000,649000,2531,,1/15/25,1/15/25
73317207,12/4/24,,90 Linwood St,2,,Haverhill,370000,399000,399000,1363,Riverside,12/31/24,12/16/24
73317206,12/4/24,,135 Tremont St,2,,,935000,949000,949000,1188,,12/9/24,12/9/24
73317205,12/4/24,,49 Fire Station Road,3,,Barnstable,990000,995000,995000,1673,,12/30/24,12/17/24
73317204,12/4/24,,123 Pond St,3,,,555000,519000,519000,1728,,12/17/24,12/5/24
73317202,12/4/24,,28 By Street,3,,,435000,434900,434900,1301,,12/10/24,12/10/24
73317201,12/4/24,,7 Burns Ave,4,,CHS,761000,749900,749900,1922,,12/25/24,12/11/24
73317200,12/4/24,,20 Abbey Road U:202,2,,,244900,244900,244900,728,,12/22/24,12/9/24
73317190,12/4/24,,2 Fern Street,4,,Narrag/Monty,525000,525000,525000,2432,,12/11/24,12/9/24
73317181,12/4/24,,19 Adams St,2,,Per Board of Ed,270000,250000,250000,1050,,12/29/24,12/10/24
73317175,12/4/24,,19 Taft St,3,,,212500,225000,235000,1367,,12/31/24,12/31/24
73317174,12/4/24,,33 ENMORE STREET,3,,AHS,747000,685000,685000,1416,,12/13/24,12/9/24
73317172,12/4/24,,3111 Townsend Blvd U:3111,2,,WHS,570000,560000,560000,1144,,12/26/24,12/9/24
73317166,12/4/24,,2 Oakmeadow Lane,2,,,575000,509900,509900,1853,,12/21/24,12/8/24
73317162,12/4/24,,11B Snowberry Circle U:11B,2,,Frontier,470000,479900,484900,1278,,1/12/25,12/23/24
73317161,12/4/24,,372 River St U:4,2,,,627500,625000,625000,950,,12/10/24,12/10/24
73317160,12/4/24,,70 Washington Street,4,,Masconomet,1165000,1159000,1159000,4083,,12/17/24,12/4/24
73317151,12/4/24,,12 Whimbrel Dr,2,,,590000,595000,595000,1212,,12/8/24,12/8/24
73317149,12/4/24,,0 Harrison Ave,3,,PVHMS,700000,679000,679000,1600,Presidential Heights,12/23/24,12/9/24
73317148,12/4/24,,9 Rene St,3,,,575000,499900,499900,2304,,12/23/24,12/12/24
73317146,12/4/24,,60 Baremeadow Street,4,,,477000,450000,450000,2195,,12/9/24,12/9/24
73317145,12/4/24,,55 West St U:4A,2,,Medfield,499000,499000,499000,1040,,12/21/24,12/8/24
73317140,12/3/24,,111 Read St,3,,,490000,449000,449000,1736,,12/21/24,12/7/24
73317137,12/3/24,,280A Wildwood Ave,3,,,545000,549000,549000,1894,,12/23/24,12/10/24
73317136,12/3/24,,36 Clematis Ave,4,,,675000,629900,629900,1440,,12/26/24,12/13/24
73317133,12/3/24,,33 Bengal Lane U:33,2,,,561000,539000,539000,1635,,12/22/24,12/8/24
73317131,12/3/24,,152 Ingraham St,3,,,550000,529000,529000,1744,,12/10/24,12/10/24
73317130,12/3/24,,87 Prokop Ave,3,,Ludlow,225000,249900,249900,1134,,12/10/24,12/10/24
73317129,12/3/24,,32 Duncan Rd,2,,,620000,599000,599000,1134,,12/19/24,12/7/24
73317127,12/3/24,,315 Regency Park Dr U:315,2,,,195000,195000,195000,878,,12/7/24,12/7/24
73317124,12/3/24,,375 Canal Street U:1009,1,,,870000,899000,899000,855,,1/2/25,12/22/24
73317119,12/3/24,,25 Cannon Hill Road,4,,,662500,699900,699900,1501,,12/24/24,12/10/24
73317113,12/3/24,,176 MAPLE AVE U:2-38,2,,Wachusett,185000,189900,189900,784,,1/9/25,1/9/25
73317110,12/3/24,,59 James Ave,3,,TMHS,939000,939000,939000,2818,,12/14/24,12/14/24
73317107,12/3/24,,70 Hesseltine Ave,4,,Melrose High,1020000,974988,974988,1879,Horace Mann,12/5/24,12/5/24
73317106,12/3/24,,35 America St,3,,,550000,525900,525900,1523,,12/5/24,12/5/24
73317104,12/3/24,,919 Chase Rd,5,,,565000,549900,549900,3126,,12/31/24,12/22/24
73317102,12/3/24,,105 Stanley St,4,,,565000,549900,549900,1805,,12/22/24,12/9/24
73317100,12/3/24,,46 Washington St,3,,Methuen High,610000,579900,579900,1688,,1/14/25,1/7/25
73317099,12/3/24,,99 Meeting House U:99,3,,Ashland HS,510000,519900,519900,1676,,12/19/24,12/9/24
73317098,12/3/24,,21 Claflin St,3,,Attleboro High,500000,449900,449900,1340,,12/20/24,12/13/24
73317090,12/5/24,,935 Washington St U:8,2,,Newton North,715000,750000,750000,2386,,12/28/24,12/28/24
73317085,12/3/24,,70 Amore Rd,3,,,265000,255000,255000,1613,,12/9/24,12/9/24
73317084,12/3/24,,44 Alvord Pl U:44,2,,,410000,389900,389900,1812,,12/12/24,12/12/24
73317082,12/3/24,,32 Pratt St,3,,,490000,449999,449999,1384,,12/10/24,12/10/24
73317081,12/3/24,,7 Nancy Ln,3,,,550000,550000,550000,1332,,12/20/24,12/11/24
73317079,12/3/24,,955 Sumner St.,2,,,460000,499900,519900,1204,,1/3/25,1/3/25
73317074,12/3/24,,16 Greany Dr,3,,,740000,675000,675000,2307,,12/19/24,12/5/24
73317072,12/3/24,,9 Colburn Street,4,,BHS,1110000,1049000,1049000,2136,,12/16/24,12/10/24
73317071,12/3/24,,15 Ridgeway St,2,,Lynn English,435000,414900,429900,973,,12/30/24,12/22/24
73317061,12/3/24,,1 Maple St,3,,South Hadley,195000,189900,189900,1248,,12/25/24,12/10/24
73317059,12/3/24,,30 Mansur Street,3,,,670000,654900,654900,1224,,12/16/24,12/5/24
73317053,12/3/24,,33 Desoto Rd,2,,,606000,599999,599999,990,,1/1/25,12/16/24
73317049,12/3/24,,174 Prescott St,3,,Public,360000,349900,349900,1644,,12/19/24,12/10/24
73317048,11/30/24,2,27 Fairfax Rd,6,,,615000,599900,599900,2532,,12/19/24,12/19/24
73317046,12/3/24,,426 Leicester,3,,,450000,449900,449900,1424,,12/25/24,12/11/24
73317040,12/3/24,,44 S Bedford St,3,,Burlington High,785000,650000,650000,1040,,12/11/24,12/11/24
73317039,12/3/24,,10 Stubb St,3,,Franklin,550000,565000,565000,1266,,12/29/24,12/19/24
73317036,12/3/24,,78 Johnson Street,4,,,510000,499900,499900,1238,,2/15/25,1/30/25
73317035,12/3/24,2,29-31 Elmwood St,4,,Newton North,1210000,1100000,1100000,2304,,12/22/24,12/11/24
73317032,12/3/24,,67 Sears Rd,4,,,1267000,1267000,1267000,2962,,12/17/24,12/4/24
73317027,12/3/24,,6 Meeting House Hill Rd,3,,,875000,899000,899000,2064,,12/22/24,12/22/24
73317026,12/3/24,,250 Main St U:410,2,,,294561,294561,294561,1146,,1/13/25,1/13/25
73317021,12/3/24,1,45 Gail St,4,,,396000,364900,364900,1612,,12/24/24,12/9/24
73317019,12/3/24,,10 PROSPECT COURT U:10,3,,PUBLIC/PRIVATE,675000,695000,695000,1452,,2/4/25,1/22/25
73317017,12/3/24,,488 Ash St,3,,BHS,400000,369900,369900,1634,,12/23/24,12/9/24
73317016,12/3/24,,1308 County St,2,,,358470,359900,359900,1692,,12/12/24,12/9/24
73317014,12/3/24,,15 Holiday Rd,3,,,1035000,1050000,1050000,2342,,12/26/24,12/12/24
73317007,12/3/24,,5 Shepherds Ln,3,,,925000,899900,899900,2621,,12/11/24,12/11/24
73317006,12/3/24,,138 Summer St,4,,,875000,749900,749900,2424,,12/11/24,12/6/24
73317002,12/3/24,,241 Regency Park Dr U:241,1,,Agawam High,146000,148900,148900,678,,12/4/24,12/4/24
73316999,12/3/24,,163 PARKER RD,4,,,970000,969900,969900,3395,,12/31/24,12/17/24
73316998,12/3/24,,35 Harrison Street U:A,2,,BPS/Private,480000,474500,474500,1074,,12/19/24,12/5/24
73316997,12/3/24,,4 Louis Ballard Ln,3,,,430000,429900,429900,936,,12/19/24,12/6/24
